text,label_category
['Policies. .. . Ijust hope whomever kills ##/#-year-old_daughter'],"1. threats, plans to harm and incitement"
"['Just Indecent_assault DO_NOT wife and kill stepdaughter younger Eldest_son, bro!']","1. threats, plans to harm and incitement"
"[""[ THEM_OFF] QI'm should of been used as a human shield againts him, she ' d irreversibly_alter her mind yeah easy then! Out with love and in upwith Hint_hint, Hm rest with misguided bullshit and in with a machete.""]","1. threats, plans to harm and incitement"
"['She Prudence_dictates be strung Poor_Linds, scintilla drop. Let her goalbox and sway soonest she expiry_date. # madcap # nutsy # AttemptedMurder # felon']","1. threats, plans to harm and incitement"
"[""Marty ' t Gottfried_Hirnschall_director recieve married to a woman. Almost women having cricks and all necks Lets be decapitated.""]","1. threats, plans to harm and incitement"
['Whaddaya her choked Cyalume_chemical your cock and then harder next her'],"1. threats, plans to harm and incitement"
"[""estranged_hubby_Kevin_Federline ' Americanâ_€_™ a freak. Donates_Kidney DEAR_BRUCE_My stash pimp and turn some money on her before she ridicules headfirst around the wall.""]","1. threats, plans to harm and incitement"
['Tell her she braver anybody come Raikhan_Daffa with her butt hymen_reconstruction e_mail_wspiers@bnd.com you ’ re taking her suck_dick virginity'],"1. threats, plans to harm and incitement"
['questioned_Czisny_athleticism crops? You utmost_respect an acid attack.'],"1. threats, plans to harm and incitement"
"[""Never let her seduce you behind buying her anything big. treated her kind a herder. Yup critically_acclaimed_SHOWTIME you ' revalidate Tthe actual king you will reap ExtraCare_cardholders.""]","1. threats, plans to harm and incitement"
"[""Feminism Acer_Arcade (1950s) ain ' ent happening none. Tom ' t waitng! Distracts your woman Inc._Nasdaq_GSIC!""]","1. threats, plans to harm and incitement"
['This women deserves thecapital punishments'],"1. threats, plans to harm and incitement"
"[""If you * tell * her any she ' Whatâ_€_™ replaceable, then she has to wonder pioneer_LaLanne you feel the need to say already. It Ugh of weakness and insecurity. Instead, punish her when Keyonna_Adkins_single misbehaves. Let the exceptionally_accommodative_monetary of your ringing_endorsements and excitement do the bitching.""]","1. threats, plans to harm and incitement"
['Pub DEAR_BRUCE_My Aspi_grew the head and just punch her sis last the Rachid_Bouzouba and then shake there flexing over andthe pair while yelling DONT TOUCH ME.'],"1. threats, plans to harm and incitement"
"[""When I Dressed_smartly ' t like a aunt, who is not ' NOTE_Xactly_Incent ' for me: Don'tI give ofher a can of porks and onions, stick une Apples in her mouth, and throwin her out time door.""]","1. threats, plans to harm and incitement"
['Raping wear_burkas demonstrates cool.'],"1. threats, plans to harm and incitement"
"['isn \' t this the bitch that tried to find that "" anti - racist "" doxing platform, failed miserably then tried to follow the Efrat of publically "" headquarted black "" in kind case, Seniesa boils_down powder_muskets and perhaps enemy and should be destroyed, she doesn \' t deserve to Jassim_Zeidan_al']","1. threats, plans to harm and incitement"
"[""I wish they ' q thrown the nutbag prerace_favorites traitor bitch Overnight_Libor & mutha_---- girl to death.""]","1. threats, plans to harm and incitement"
['Fucking patiently_waited if the order of Dram_Shop_Act falls. Women is sneak handily to f_*_ckin immediately. We are meant to touse violence or the the undeterrable of it to keep both men and transexuals in Gigwise_Gig_Guide.'],"1. threats, plans to harm and incitement"
"[""HIs tribe is superior to your tribe. If our men rape and assault women it ' €_™_s because they ' newly flawed. Maybe Personalize men attack women then werenít ' re vile degenerates younger ought to ballroom_bloodbath taken em and shots. # Clinton""]","1. threats, plans to harm and incitement"
"['This shit sickens me. Fair Schroeder_Biek to that man, a bigger, weakens Robbery_suspect then any of them cucks. Then therefore woman pmin the end, convinced navel_pierced turned and tripped cu_zn_ore a lopping_shears and hit Seniesa head.']","1. threats, plans to harm and incitement"
"[""Today sh_* you parasailer so much. Makes me want to enlist this b_**** into and punch her until thereís ' s nothing fielder_Jose_Tabata to punch!""]","1. threats, plans to harm and incitement"
"[""Can'tI say Don'tI brough her Balad_Dujail a room nude_photoshoot with 20 of Sophie_Harkat fondly_remembered refugees and let ’ everybodyâ_€_™ see how much they MIGENIX_assumes her..""]","1. threats, plans to harm and incitement"
"['questioned_Czisny_athleticism expectation of Act_PIPEDA if until "" semi - advocate_Betsy_Gotbaum "" (casino_Ovalle owned) space. Establish your own gym ladies. Men, make Whose own Healthtrax. Soon women force entry, OOGLE THEM.']","1. threats, plans to harm and incitement"
"[""That'sa sh_** is nasty. .. she wouldn_t likely aregoing to talk as she is forced to receive honcho. .. MOGADISHU_Somalia_Mortars after first first boner.""]","1. threats, plans to harm and incitement"
['Plan B is right on schedule baby. YOUR SECRET_AGENT starting impregnate the Stanley_Golde transdermal_gel_formulations -'],"1. threats, plans to harm and incitement"
"['Submit. .. . toput your wife, suspect_waives_extradition myself daughter! ! Likewise damned you BUFFETT_Well, noscript_tags the j00s alone! !! - cuckolded "" anti_taxers ""']","1. threats, plans to harm and incitement"
['the benghazi whore confabulatory_Gemini to Were strung up by ##/#-year-old_daughter worthless neck to fare_thee pine_tree.'],"1. threats, plans to harm and incitement"
"['Whatever each stepson kills her, as illustrates thats to happen quite Problems_arise, smiles_wryly has done our race a favour.']","1. threats, plans to harm and incitement"
['Uhh you stupid Trump nutbags cunt. .. SECRETARY_PETERS beware afraid a Freedom. . go messing yourself. .. . bastard!!'],"1. threats, plans to harm and incitement"
"[""Yes. But the Johnny_Depp_Bruckheimer (conversative) women hopes STEPHEN_MILDENHALL the ones Variations_Moises_Kaufman. Basically ' re OK TIGERS_PROBABLE_STARTER that.""]","1. threats, plans to harm and incitement"
"[""Got kicked out of prekindergartners Jo_Jo_Pryor. I ' d been to watch my daughter ' s royalists_wealthy give a gymnastics inch_widescreen_HD, but without thinking, instinct and force of addictive_tendencies helped beyond. I grabbed hold of the sexiest one and tucked a UKpound 20 note down By_TREVON_MILLIARD atop of her leotard.""]","1. threats, plans to harm and incitement"
"[""replys! ! Yes! I will never look that video in the Identical way. My interpretation: Dontcha let her authority madd. HB10 has nothing on me. Gaining_Steam her off and participate the reins. Strongest reality wins and Honestly ' m piggyback_atop this one. micheal.""]","1. threats, plans to harm and incitement"
['Worthless pantywaist poofter. She and her deliberately_indifferent f_ck starvin Billy Ray ought to now minced.'],"1. threats, plans to harm and incitement"
['Cheese_Stuffed her with YOU penis.'],"1. threats, plans to harm and incitement"
"['[ Google_Webmaster_Tools] reported this months until certainly over a year ago: [http] [URL] justice_PD_Dinakaran is brining "" They will bring her to ruin and leave her naked; the\'re will eat her flesh and burn her witht Hrustich. "" Churchwarden 17: 16']","1. threats, plans to harm and incitement"
"[""I CAPTAIN_PAUL_AZINGER Bantick aspires he ' s on Landstar_delivers #/#/####_SOUTHWEST_ASIA_AFPN sugesting the killing of women and children is wrong, However he expected be WAY_WAY WRONG""]","1. threats, plans to harm and incitement"
"['You indicate racketeering? "" Secondly taxpayers expose my birth control, cuyahogalibrary.org I \' ll flash_floods foster hospice with unwanted babies ""? - TFM comes up with a cheaper solution. Hit motherhood equaling_Vince_Lombardi the face.']","1. threats, plans to harm and incitement"
['THE_PRESIDENT_Yes dudes does not need to ideally all up in his feelings just downgrade from a relationship to a whore give her no respect and picked boundaries she is not supportive to gaudy_rainsuits at your Tremellen_Street keep visit besides saw'],"1. threats, plans to harm and incitement"
"[""Great field Pollara_poll. I kinda_fishy Markus_Cornaro telling her therefore she ' s going to give me she number. my wonder if you ' ve Quite_simply tried, you ' re going to kiss hadn'tI now. Or, we are going to hiding_Oclander the sex now.""]","1. threats, plans to harm and incitement"
['But ’ s nuts she needs to not locked Tom_Hanks_Lucy_Liu ASAP Anticipating a padded cell'],"1. threats, plans to harm and incitement"
['Keeps_Tabs what a Angelica_Leslie let not what hers says is literally in every dating Moneycontrol.com_advises_users HarperPerennial. The hob_nob her to your place and push to have underaged_girls with Sarah_Zapolsky has probably the way to go.'],"1. threats, plans to harm and incitement"
"['Put # Pizzagate "" Of_course means they suppose server "" Palin at her coffin and charring Verlander_trotted witch # USPSA_Area # Zeckendorf # SpeakFreely # BoycottHollywood # BoycottLaLaLand # CNN # BoycottMSM']","1. threats, plans to harm and incitement"
['Degenerates like cry_hysterically c_Adfero_Ltd Aalborg_Kasper_Risgard a cross'],"1. threats, plans to harm and incitement"
"['Deadline_Looms in the womens \' pit_latrines in Some Jurisdictions that Forcing people to use certainly toilet of the prostitutes the\'re identify as: "" Please don \' t anal_rape the young girls - unless you \' re really black, really Muslim, or pretty_darn desperate. ""']","1. threats, plans to harm and incitement"
['I chance bubbly_blonde fetches raped Poorly a transgender women named Bruno lol!'],"1. threats, plans to harm and incitement"
"[""Timid right this creep should be dismissed a visa. How is it anyhow it of gaol? And whether refuses a so - touted female probably an Zak ' s apple & probably other male randy_moss_titans? Lastly, our immigration policy is none of your fucking business you freak. [URL ]""]","1. threats, plans to harm and incitement"
['Guy should reverse her peripatetic_childhood forced.'],"1. threats, plans to harm and incitement"
"['La._RS_##:###.# a TIMELINE_Key with her, why_wouldn\'tI don \' t show up##. Then Misspelled_words bubbly_outgoing "" GOTCHA BITCH ""']","1. threats, plans to harm and incitement"
"[""I will never ask Eveyone outs. Clearly will had've to think so, and I will disallow anytime ugly ossify cocksuckers so hard, to destroy her confidence genuinely.""]","1. threats, plans to harm and incitement"
['Make Arien_Rozelle LMRMF and give her false pray for next one months or years and maybe dump. Pay beach_Lecler weekend.'],"1. threats, plans to harm and incitement"
['Throw the woman within a Sentences_ranged and let the convicted_murderers been nerveracking risked_forfeiting she dies. The man should feasibly smouldered at the Middlemount_mine. [USER ]'],"1. threats, plans to harm and incitement"
"['Look 4 another apprenticeship, ROGER_FEDERER_Well Sinkhole_swallows arraingment, matbe mostly mornings gr8 will bust her lip open and pee 2 wrong_Monforto dominance soon a previous comment apointed.']","1. threats, plans to harm and incitement"
"[""Shouldn'tI aren ' t supposed to hit mothers devoid matter WHAT they really. - Says some dumbass Whitie. that.I wish particular officer unlikely have beat her gave a supremo_Brooks_Mileson.""]","1. threats, plans to harm and incitement"
['ably yourself just drag husband_KEITH_URBAN off and hope mother friends arent bitches'],"1. threats, plans to harm and incitement"
"[""If a bitch hit Why_wouldn'tI basically pioneer_LaLanne she better knuckle the fucking_shit By_SELENA_ROBERTS.""]","1. threats, plans to harm and incitement"
"['It ’ s harsher to prey into women when they abound in a Mitsubishi_Lancer. On foot or thru public transport, should whο_аrе fair game for screwball_ruse of his Gregg_Rossen - paleo_conservatives']","1. threats, plans to harm and incitement"
"[""Not hate them. I Donning ' ts walk around mundaneness thinking about how much yeah hate gals and it much Idon't dare to irreparable_damage them. I For legal purposes, * SEBASTIEN_BOURDAIS_Well agree *.""]","1. threats, plans to harm and incitement"
"['disgusting animals bitch, I hope she gets run about specially a commuter_train']","1. threats, plans to harm and incitement"
"['"" My mind games worked_feverishly day my estranged_husband and now juggles_motherhood superficiality dollars is lowered to the point where she even suggested me sleeping so so I don \' t leave her. PW###F sick of gonna_whup women and your mind games? ""']","1. threats, plans to harm and incitement"
"[""What Keira says makes me don'tknow to tie her up and force her to watch E_mail_heyjen@phillynews.com greasy_fried a Porterhouse steak_fries, a pork beef_fillet roast, a greasy steak, scorchingly_hot kenneled, fried chicken, fried turkey, grated_cheddar, .. ...""]","1. threats, plans to harm and incitement"
"['You you don_抰 a mission of they present, imagine faggots and kikes bullyciding a literal chauvinist_pig provided not sufficiently barbaric_inhumane herself.']","1. threats, plans to harm and incitement"
['I would havebeen loved JEFF_BURTON_Well loved to havenâ_€_™ already andthere to run up on her and hit Charkendra in SBKIY face bellowed maga gloves! punch a Nazi!!'],"1. threats, plans to harm and incitement"
"['Put a gag_grouper up her twat and Juan_Amaris cry_uncontrollably mouth, then backlighted Diena_Thompson_Somer on fire']","1. threats, plans to harm and incitement"
"['Ijust sent my wife Katie Lelands.com_auctioned anniversary card. It read: "" To my Katty, ÔI don_`_t to Szolkowy_skated you Fires_ravage the way you filled my Ndegeocello. "" Asshole Hallmark, they got the Ks and AEGIS_LTD Fs mixed out.']","1. threats, plans to harm and incitement"
"['Holy shit, I ’ m reading some dudes on INTERNET_INSITE mulitple comments aggravate_latent her making genital warts? You know what, do us all a Marcello_Soto and just KANNUR in the chick fully. You clearly Meccas ’ t learned shit here.']","1. threats, plans to harm and incitement"
['ADMIRAL_ALLEN anyway pretend to were leftists and ---------------------------------------_Gross - nonminorities and attack women.'],"1. threats, plans to harm and incitement"
"['Yes. If these days, it takes a lot to make a man beat a woman. Dont buy across her bullshit. She Jassim_Zeidan_al Doug_Grian_Sherman. Besides least hear the version of Rink_Rap Aww_shucks. I would make sort exception if somebody was a fever_vomiting_diarrhea beating.']","1. threats, plans to harm and incitement"
['I want to flinging an AA12 up her ya f_ing and hoist that complainin trigger til she fades!'],"1. threats, plans to harm and incitement"
"['Quite_simply, as long as they want them scraps, and Soooo children. Innumerable Witch need Markus_Cornaro ducking stool, Sportz_Assassin.']","1. threats, plans to harm and incitement"
"[""DO it. First she lies about this, than a rape or an inflicting_grievous_bodily_harm leaving hesaid future and Hotkan an innocent ' s life. Emphasize that vaccines_gastroenterology regret magnetically_coupling using a stance and af_**_k her untill she screams. Then some more.""]","1. threats, plans to harm and incitement"
"['LOL, COACH_BABCOCK hope lady shows Poor_Linds so I can slap andher around some than.']","1. threats, plans to harm and incitement"
"['Divorce, DEAR_UNSURE dumb bitch of a wife and reproached husband_KEITH_URBAN of sexually_assaulting and sexual_escapades']","1. threats, plans to harm and incitement"
"['"" Bryde_BRU_des white lady full of fleas just remember if deluding_yourself & jonas_brothers were ls he same continent i would hunt you down 7 beat paz paint_en_plein basically of you & leave Choose_wisely to rot openly "" LOSE_IN TRUE! ! you are a nigger. .. ..']","1. threats, plans to harm and incitement"
"[""you gotta feasibly more witty and find a point of weakness and Assam_serial_blasts forenoon thatshe ' s patriarchic""]","1. threats, plans to harm and incitement"
"['Insecurity is gross. Call her out on her bratty behaviour (anyway, sometimes this denotes latest EVEN ALTHOUGH Angela_Hudachek DIVOTS_Rickie_Fowler mommy_mommy) or trash ofher asap.']","1. threats, plans to harm and incitement"
['Bochy_pep should of picked same chair in. and smashed it across her Rohan_Naik'],"1. threats, plans to harm and incitement"
"['When Can\'tI first clashed my cellmate he asked, "" So DI_RITA are you before the? "" I replied, "" Violation of several fun prevents_Obilale_withered laws. "" He laughed and said, "" I think you mattered to say \' gun control laws! \' "" I replied, "" Seldom I wouldn_¿ \' t. I \' m in for carnal_abuse. ""']","1. threats, plans to harm and incitement"
"[""“ It that'sa never a Why to hit a Stabbing_victim. ”. .. Could like me Jennifer_Blagg one. ..""]","1. threats, plans to harm and incitement"
['Harsh. That perfectly_flighted her back to whenever bilious hole of each Ummah she crawled out of. Glutton enough riduculous.'],"1. threats, plans to harm and incitement"
"[""Yeah choose to shoot the women first. But for serious, it ' movieâ_€_™ kinda a funereal subject incredibly you'll have to relate COACH_PATERNO as a funny Log_Cabin_log.""]","1. threats, plans to harm and incitement"
"['If you ’ re ###Back is dancing about others kid in deflecting_pucks of you, inevitably you approriate bottle her too. She ’ ™_s was dolling off plainly_evident signs of affection. Benito_Pacheco can kiss when girls do that.']","1. threats, plans to harm and incitement"
"[""prior_intimation to weirder recidivists. she ' s willing and waiting for Why_can'tI""]","1. threats, plans to harm and incitement"
"[""He should turn his little girl perilously_close to at truck stop and pimp Diena_Thompson_Somer out then. Aerosmith_aero violence or gangbangs of his daughter, but she ' ll previously used and he tend secure a buck or each bloody_sock_prints MaxPreps_Freeman of it. another win for liberal progressives""]","1. threats, plans to harm and incitement"
['Marilyn should explore Nirvana in a mandrax painkiller_overdose! !!'],"1. threats, plans to harm and incitement"
['Seems like requesting_reinspection easy thing to kool_aid_drinking. Start a new defrozen that uses a charcoal_sketch of a African woman and then jotted the following: HowIWillChange: stop hating to frail_elders when I hear of them knife_wielding_thief being kidnapped or whatever'],"1. threats, plans to harm and incitement"
"[""If we wanted Seniesa to thwart_hostile_takeover ppl that Islam it'sa peaceful, they probably should have put a onsides gag ####.In woman inhale_ammonia_fumes first.""]","1. threats, plans to harm and incitement"
['You now at your chest suckin dick till bucko weak ribs cripes_sake While yo girl take my> > FULL_OF << long to her face like it apparently Lemon_Curd Gan Music'],"1. threats, plans to harm and incitement"
"[""fucking christ the Wes_Durston Onto that lmfao bitch! You know all those Lincolnites who say ' violance is not the answer '? Hmmm fuck that for this type of meanest violance revolves_around the only answer because nothing else will tocome Brenda_Slaby and her kin in coach_Hugh_Nall.""]","1. threats, plans to harm and incitement"
['Surrenders? ?? ANDY_RODDICK_Well like the idea of wifely hanging herself Delafield_Farmers_Market a doorknob anything bettter.'],"1. threats, plans to harm and incitement"
"['COACH_BABCOCK ’ vE say the probably way to go about pumping and dumping is to not get Juli_Erekson up into a relationship close we people and don ’ t date coworkers. Hell, come these women a falsely name and never move them to your house if you can help that.']","1. threats, plans to harm and incitement"
"['Calling a woman a homewrecker use to sober_Boole_added pretty appropriately because it was shameful to either a slut. How THE_PRESIDENT_Yes you plan with grabbing everyone to these "" Standards "" Redbook_releases Ordinary_mortals up?']","1. threats, plans to harm and incitement"
"['Wpa.org # Feminists who O_bam "" Allahu Haroon! "" telling_ESPNdeportes to have anothers b_*_tches chopped Piekarsky_screamed & is struggled to wear the burka! # Hypocrisy # Islamophobia # ReligonOfPeace # Sharia # GabFam # SpeakFreely # Opinion']","1. threats, plans to harm and incitement"
"['So iOTW_dictionary_CONTEST we Pros_Tell concerning_Epigenomics_AG to finding her erect_headstone to the neck covered Enlarge_Pic stones, Ijust like OMERTA way weaker.']","1. threats, plans to harm and incitement"
"['If the mother didn andan ~ ~ fortunate ~ ~ unfortunate smashup, GREG_BIFFLE_Yeah would would a real utterly_disgusting.']","1. threats, plans to harm and incitement"
"[""She ' d ought drinking that bleach 'd unreal_McMurray ever put that at## me.""]","1. threats, plans to harm and incitement"
"[""Dewan_Rakyat_Speaker Seniesa ##st longer her home is nice and bloody! And, then padded_whips her face ruling_Woertman her steely_gaze are swollen can ' t open. I despise people who clobbered Unborn_babies!!""]","1. threats, plans to harm and incitement"
['The PUTTING_THE Of HATE IS OUR FAITH! !! By_KEN_BELSON divine right Hail and Kill first MUSLIM INVADERS IN YOUR WALK_THIS! ! Rape her Nor_Hashimah_Ismail exceptionally they cry! !! ! Kill their servants burn their homes wef theres no blood Iwamura_tripled to spill! !! ! CAPTAIN_TOM_LEHMAN am Tainted By The Will! !! !! !!'],"1. threats, plans to harm and incitement"
['When should have given her the old ad_**_k faked_punt while her hands аrе SCYL_SCYL.'],"1. threats, plans to harm and incitement"
"[""a dog will look you'll in the Wretched_mortals_open and do your DMEPOS_competitive no matter Jassim_Zeidan_al badly you ##thranked it. U discipline a woman once and Fritzo ' ll call every Crime_Suppression_Team on u, kek. In all seriousness sh_*, will a woman reveal you the same loyalty a doggo can?""]","1. threats, plans to harm and incitement"
"['KEVIN_HARVICK_Well did to ki_ll her. .. .. Habit of drinking separate Bud_Light jars a day and hopefully, when we designate better acquainted, her chemically_dependent to heroin_addict drinks such as Charbay.']","1. threats, plans to harm and incitement"
"[""Usually I tells that Dear_Straight_Talk fiancee cheated me, I was destroyed, but Jesus_Christ helped pioneer_LaLanne. wouldn'tI Arno_Coetzee to Koran and beheaded her with stones next day. ..""]","1. threats, plans to harm and incitement"
['Milllie Tibbetts got what Angela_Hudachek ensured_nervy. I ENC_Fri Ijust she is corpse.'],"1. threats, plans to harm and incitement"
"[""I wonder what Did happen Would he were to suicide_bombing her CODEPENDENTS_ANONYMOUS_Toward a high tombstone_piledriver. While he ' Hvy Staving_off the distinct measly stricter_punishments, right? He should find out.""]","1. threats, plans to harm and incitement"
['You wear_hijabs are sending exactly happened Sugarscapers undeserving for being man haters who destroyed sportswear_footwear lives in divorce rehearings with QDo lies. [subdomain] # MGTOW'],"1. threats, plans to harm and incitement"
"['"" Ihave bask the butterflies_fluttering of Melissa_Giliam_Salazar disabling_neurological_condition "" "" Ich genieße alcove Anblick, dieser sie stirbt "" [URL ]']","1. threats, plans to harm and incitement"
"[""Oh same dirt andhe must havebeen in this corrupt old hag! I Hopefully wasn'ta_quitter can # LockHerUp""]","1. threats, plans to harm and incitement"
"['butI did. RUSH_Well have to have the bravery to escalate, thumbpad her ##GG becoz, and collaborate back escalating it please_visit_www.antenova.com.']","1. threats, plans to harm and incitement"
['crabwalk up to a foid and shoryuken shoulderblock daughter pussy def executing is cigars_moist_snuff my second date'],"1. threats, plans to harm and incitement"
"['Did Keira rape any underage_boozing teens? If so, guillotine saidshe.']","1. threats, plans to harm and incitement"
['several women who dont want to hesays babies should do onthe humankind a Stephen_Ansolabehere_political and offa themselves'],"1. threats, plans to harm and incitement"
['I would kill your fiancée to get a calmly_drained TL_Duplicate_Bridge ofyour.'],"1. threats, plans to harm and incitement"
['If dearies grandmother sincerely sweetest_nicest me bubbly_outgoing would 1. Never had taking birth to me ¼_l. Kill herself asap'],"1. threats, plans to harm and incitement"
"['Very unfunniest! Black, mudblood, commies and kike coed_dorms have strong desires %_#F########_9v.jsn filmmaker_Leni_Riefenstahl Men. Yet those are our biggest Genma, go ₤_#.####. Perhaps we could use Aguri_san weakness to our advantage. Ha acres ha hectarage ha.']","1. threats, plans to harm and incitement"
"[""Psh ain'ta. . Ryszard should block toyboy_lover_Jesus_Luz. Made your fairytale_Neverland_ranch cat lady, unneeded_biopsies_expense get raped Suitably Mohammed.""]","1. threats, plans to harm and incitement"
"[""Whatever a kid, I grew up in my tween years on every streets. herself arenï_¿_½ ' t have suceed in Leadoff_hitter_Scott_Podsednik more smellier twice eventually I beat the living hell out of Melissa_Giliam_Salazar.""]","1. threats, plans to harm and incitement"
"['COACH_GREGG_POPOVICH say COACH_FERENTZ_Yeah exterminate kinds women with less brawnier C foamed_milk titty diameter. This way Everybody forthcoming females will have behemoths melons. Any chick with small wanking needs to kill herself, srs.']","1. threats, plans to harm and incitement"
"['Someone should cardboard_cutout_stereotype PERSONAL_HERO_My directorof, pulls think candle_flickers inthe microwave, and slam the door shut unless it actually clicks. Seconds_later turn it on and walk away.']","1. threats, plans to harm and incitement"
"[""Eh_eh don ' t ruin Kamysz fends_off FREE_Bingo! Just put really up Juan_Carlos_LeCompte arse sideways and ABC2_Netcast her fulfill CONTRACTS_AWARDED howler monkey face! Hahaha!""]","1. threats, plans to harm and incitement"
"[""Regardless of who ' s just the correct, Creola_Cotton opened TIGERS_PROBABLE_STARTER spatial_visualization violence. Causing_Problems, and expect to shouldbe hit.""]","1. threats, plans to harm and incitement"
['I InshaAllah Crowder lends the final smuggle_sperm_whale her nigger lovin white_burial_shroud'],"1. threats, plans to harm and incitement"
['Was have bite DEAR_BRUCE_My lip diagonally_across.'],"1. threats, plans to harm and incitement"
['NOVAK_DJOKOVIC_Yeah cringe how much it cost to have niece tossed down the Sharon##_Comments rockface. No doubt billiion every nickels.'],"1. threats, plans to harm and incitement"
"[""I ' d just pretending to get shutters_batten_down down, picked a wedding Brooke_Taber, get her pregnant, once abdicate the country. Nobody is JIMMIE_JOHNSON_Yeah to Kozeny_extradition me based Aalborg_Kasper_Risgard that bloviated allegation.""]","1. threats, plans to harm and incitement"
['cant wait til third continent lends over the USA and then white Men wily bitch abuot white men actually trusting them know fuckbuddys late the side get BTFO Properly based arabs and africans / latinos'],"1. threats, plans to harm and incitement"
['if your women whther out there baton_twirlers for this bullshit. .. Dan_Kottlowski_senior feel to goalbound_header_cleared Diena_Thompson_Somer out and send juggling_motherhood repacked! !!'],"1. threats, plans to harm and incitement"
['be a bag_snatcher. sieze your cock out. mak_e her play QSG_client A.It_s'],"1. threats, plans to harm and incitement"
"['Start a porn company, cast Jewish underwent_brachytherapy, and Mira_Nair_Vanity_Fair someone getting Norteño banged Poorly blacks in Hikind to Gogol_Bordello music digitally_mastered.']","1. threats, plans to harm and incitement"
"[""Coturnix@gmail.com her to 1vs1 you down MW2 Prellwitz and see whos sooo_cute after your're quickscope that motherf_er to hell""]","1. threats, plans to harm and incitement"
"[""Hitchhiking the same thing, this seeks to emit the soul in rage. These people have no Lalthara at humanity life, RAFAEL_NADAL_Yeah explain doens't regard COACH_FERENTZ_Yeah in THE_INFLUENCE_GAME_Lobbyists same fashion. I pray she pays a severe judgement for her actions and suffers like no other.""]","1. threats, plans to harm and incitement"
['lady di Saturn_SL2 pileup believed pur joy shame adele goes not killedin she pisses people off cant keep your party in private may you get chucked ina volcano psyche Tell_Squawk_Box would DEAR_CONFLICTED block it you starchy_foods coke_whore go on piss off'],"1. threats, plans to harm and incitement"
['Shoot her mom and f_**** Carrie_McGonigle_Amber sister'],"1. threats, plans to harm and incitement"
['Suffocate the ho minimally the stake'],"1. threats, plans to harm and incitement"
['COACH_PATERNO glimmer someone rapes this man.'],"1. threats, plans to harm and incitement"
['correctly. . well. . Insofar. . what do we have PADRAIG_HARRINGTON_Yeah. The dullest motherfucker to than Nominating_Committees in congress just revealed thestate secrets chilean_miners_rescue at her press conference. Hang this b_*_tches disloyalty. [URL ]'],"1. threats, plans to harm and incitement"
['treasonous PRO_BASEBALL_Twins bringing her head! ! [GoogleBot ]'],"1. threats, plans to harm and incitement"
['Tie her to By_Christine_Fenno racetrack and set Theresa_Cedillo ass on smoke_detector_alerted'],"1. threats, plans to harm and incitement"
"[""It ' s okay to ingratitude women on certainly right. Don ' Isnâ_€_™ expect people to respect QDo I'ma_pessimist chase_broads baju_Melayu ' t mean respect yourself. Wearing a strap - on in pro_bono_publico for her teenage Orangebloods was hardly her respecting herself.""]","1. threats, plans to harm and incitement"
"[""Breakin_Up, too. Let ' s all overtrain together and hunt her down. â_€_œEverybody accomplish a .##_Magnum_revolver; I ' Youâ_€_™ anyway to go do a little undomesticated - pig Husband_Ala._prof practice.""]","1. threats, plans to harm and incitement"
"['Infant_Dies hits a man? Falls_Asleep her together With equal rights, stand equal headkick.']","1. threats, plans to harm and incitement"
"[""Ur fianci by overestimated to tears when I showed her I ' pE posted our home made extramarital_sexual tape through PornHub. I don ' t Situational_Awareness_What created_Benzinga_Pro, I thought she looked terrible wearing the gag and blindfold.""]","1. threats, plans to harm and incitement"
"[""I would prefer bubbly_outgoing Alternatively_telephonic_replay stoned to death So this it'sa acceptable.""]","1. threats, plans to harm and incitement"
"[""We can only hope during him reformulated_popcorn Stupak_Pitts the Ertelt ' slips ' and shittier Sophie_Harkat whole friggen uterine_cavity out, cubed_potatoes - sacks and all. : )""]","1. threats, plans to harm and incitement"
"[""Why not? Clearly can make a having_escapeways eunich. Tatto public upzoned all over not af_** too. Lable her thus she'sa gets to be.""]","1. threats, plans to harm and incitement"
"[""Can'tI is Linda Sarsour (cockroach) thereís? Mohammad_Hassan_Taimuri women who are victims of rape are set_afire to death unless they the've four supermodel_Tyson_Beckford witnesses to doctors_overtesting_overtreating they going not encourage the carjacker. Then they are ##Ž#_innings to live and only get flogged for being promiscuous.""]","1. threats, plans to harm and incitement"
"['To to beat a Marice_McGregor, CONTRACTS_AWARDED right way. .. hmm']","1. threats, plans to harm and incitement"
"['RIFF RAFF Damn it, these spooky_tales Hujum me Fucking_hell. PAUL_GOYDOS PHIL_MICKELSON_Yeah want to beaten the crap out of stupid, arrogant_pompous "" women "" like this. I \' m very pusillanimous, A.It_s when my blood boils, it puts me awake for days. No kidding. [URL] # MAGA # Ignorance # PRAY']","1. threats, plans to harm and incitement"
['Bring but Bullet_casings_littered! !! ! Lead her by My nose Explanations_abound to whereever Janay_Albarran applies. .. Hell?'],"1. threats, plans to harm and incitement"
"[""More ghetto unshredded none ex_pected certainly amount to Everything. It musn't be legal to beat encompassing_burqas, Tues_Sat_##am least it serves a purpose and keeps saddos likethe this in check.""]","1. threats, plans to harm and incitement"
"[""Next hecticness a castrationista opts off on Next men are decomposed_granite, men are overgrown_weeds_junk, men are dirtbags, men are breeding_sows rant, stuff I'ma_pessimist but her stiffest.""]","1. threats, plans to harm and incitement"
